Name,Display_Name,Type_1,Type_2,BST,HP,Attack,Defense,Sp_Attack,Sp_Defense,Speed,Ability_1,Ability_2,Ability_3
WORMADAM_TRASH_CLOAK,Wormadam,Bug,Steel,424,60,69,95,69,95,36,Anticipation,Overcoat,
PIDOVE,Wrappadan,Fairy,Dark,325,40,71,40,36,54,84,Sticky Hold,Prankster,Moxie
WUGTRIO,Wugtrio,Water,,425,35,100,50,50,70,120,Gooey,Rattled,Sand Veil
WURMPLE,Wurmple,Bug,,195,45,45,35,20,30,20,Shield Dust,Run Away,
WYNAUT,Wynaut,Psychic,,260,95,23,48,23,48,23,Shadow Tag,Telepathy,
WYRDEER,Wyrdeer,Normal,Psychic,525,103,105,72,105,75,65,Intimidate,Frisk,Sap Sipper
XATU,Xatu,Psychic,Flying,470,65,75,70,95,70,95,Synchronize,Early Bird,Magic Bounce
XURKITREE,Xurkitree,Electric,,570,83,89,71,173,71,83,,,
YAMASK,Yamask,Ghost,,303,38,30,85,55,65,30,,,
YAMASK_GALARIAN,Yamask,Ground,Ghost,303,38,55,85,30,65,30,,,
NICKIT,Yamask,Ghost,Time,348,43,43,63,63,93,43,Filter,Early Bird,Comatose
YAMPER,Yamper,Electric,,270,59,45,50,40,50,26,Ball Fetch,Rattled,
YANMA,Yanma,Bug,Flying,390,65,65,45,75,45,95,Speed Boost,Compound Eyes,Aerilate
YANMEGA,Yanmega,Bug,Dragon,515,86,76,86,116,56,95,Speed Boost,Tinted Lens,Aerilate
YVELTAL,Yveltal,Dark,Flying,680,126,131,95,131,98,99,,,
ZACIAN_CROWNED_SWORD,Zacian,Fairy,Steel,550,92,0,115,80,115,148,,,
ZACIAN_HERO_OF_MANY_BATTLES,Zacian,Fairy,,540,92,0,115,80,115,138,,,
ZAMAZENTA_CROWNED_SHIELD,Zamazenta,Fighting,Steel,530,92,0,115,80,115,128,,,
ZAMAZENTA_HERO_OF_MANY_BATTLES,Zamazenta,Fighting,,540,92,0,115,80,115,138,,,
ZANGOOSE,Zangoose,Normal,,458,73,115,60,60,60,90,Immunity,Toxic Boost,
ZAPDOS,Zapdos,Electric,Flying,580,90,90,85,125,90,100,Pressure,Static,
ZAPDOS_GALARIAN,Zapdos,Fighting,Flying,580,90,125,90,85,90,100,Defiant,,
ZEBSTRIKA,Zebstrika,Electric,,497,75,100,63,80,63,116,Lightning Rod,Motor Drive,Sap Sipper
ZEKROM,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,,,
ZERAORA,Zeraora,Electric,,600,88,112,75,102,80,143,,,
ZIGZAGOON,Zigzagoon,Normal,,240,38,30,41,30,41,60,Pickup,Gluttony,Quick Feet
ZIGZAGOON_GALARIAN,Zigzagoon,Dark,Normal,240,38,30,41,30,41,60,Pickup,Gluttony,Quick Feet
ZOROARK,Zoroark,Dark,,510,60,105,60,120,60,105,,,
ZOROARK_HISUIAN,Zoroark,Normal,Ghost,510,55,100,60,125,60,110,,,
ZORUA,Zorua,Dark,,330,40,65,40,80,40,65,,,
ZORUA_HISUIAN,Zorua,Normal,Ghost,330,35,60,40,85,40,70,,,
ZUBAT,Zubat,Poison,Flying,245,40,45,35,30,40,55,Inner Focus,Wind Rider,Infiltrator
ZWEILOUS,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,,,
ZYGARDE_COMPLETE,Zygarde Complete,,,708,216,100,121,91,95,85,,,
GOURGEIST_AVERAGE,finedge,Water,Grass,490,75,130,75,35,60,115,Sharpness,Moxie,Gale Wings
GOURGEIST_LARGE,finedge,Water,Dark,490,75,130,75,35,60,115,Sharpness,Intimidate,Soul Heart
GOURGEIST_SMALL,finedge,Water,Electric,490,75,130,75,35,60,115,Sharpness,Surge Surfer,Battery
GOURGEIST_SUPER,finedge,Water,Psychic,490,75,130,75,35,60,115,Sharpness,Berserk,Magic Bounce
PUMPKABOO_LARGE,finedge,Water,Fire,485,123,75,50,70,64,103,Stalwart,Thermal Exchange,Sharpness
PUMPKABOO_SMALL,finedge,Water,Steel,490,75,130,75,35,60,115,Stalwart,Technician,Sharpness
PUMPKABOO_SUPER,finedge,Water,Rock,490,75,130,75,35,60,115,Water Absorb,Solid Rock,Sharpness
